<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RGBITR [RTSIDX],240,20221004,120000,592.100000,592.460000,592.100000,592.210000,46.000000
RGBITR [RTSIDX],240,20221004,160000,592.200000,592.200000,591.630000,591.630000,35.000000
RGBITR [RTSIDX],240,20221005,040000,591.630000,591.630000,591.630000,591.630000,1.000000
RGBITR [RTSIDX],240,20221005,080000,592.100000,592.680000,591.640000,592.060000,177.000000
RGBITR [RTSIDX],240,20221005,120000,592.050000,592.050000,591.650000,591.660000,45.000000
RGBITR [RTSIDX],240,20221005,160000,591.680000,591.720000,591.420000,591.560000,39.000000
RGBITR [RTSIDX],240,20221006,040000,591.560000,591.560000,591.560000,591.560000,1.000000
RGBITR [RTSIDX],240,20221006,080000,591.680000,593.260000,591.680000,593.020000,147.000000
RGBITR [RTSIDX],240,20221006,120000,593.030000,593.850000,593.030000,593.850000,71.000000
RGBITR [RTSIDX],240,20221006,160000,593.860000,593.890000,593.770000,593.850000,20.000000
RGBITR [RTSIDX],240,20221007,040000,593.850000,593.850000,593.850000,593.850000,1.000000
RGBITR [RTSIDX],240,20221007,080000,594.260000,594.570000,593.940000,593.950000,143.000000
RGBITR [RTSIDX],240,20221007,120000,593.960000,593.960000,593.410000,593.410000,38.000000
RGBITR [RTSIDX],240,20221007,160000,593.420000,593.420000,593.170000,593.170000,13.000000
RGBITR [RTSIDX],240,20221010,040000,593.170000,593.170000,593.170000,593.170000,1.000000
RGBITR [RTSIDX],240,20221010,080000,593.430000,593.430000,587.110000,588.110000,344.000000
RGBITR [RTSIDX],240,20221010,120000,588.100000,588.560000,588.080000,588.540000,67.000000
RGBITR [RTSIDX],240,20221010,160000,588.550000,588.890000,588.540000,588.890000,29.000000
RGBITR [RTSIDX],240,20221011,040000,588.890000,588.890000,588.890000,588.890000,1.000000
RGBITR [RTSIDX],240,20221011,080000,589.320000,592.170000,589.320000,591.550000,196.000000
RGBITR [RTSIDX],240,20221011,120000,591.440000,593.010000,591.440000,593.010000,73.000000
RGBITR [RTSIDX],240,20221011,160000,593.060000,593.440000,593.060000,593.370000,33.000000
RGBITR [RTSIDX],240,20221012,040000,593.370000,593.370000,593.370000,593.370000,1.000000
RGBITR [RTSIDX],240,20221012,080000,594.380000,596.120000,594.380000,595.880000,180.000000
RGBITR [RTSIDX],240,20221012,120000,595.870000,595.950000,595.710000,595.710000,47.000000
RGBITR [RTSIDX],240,20221012,160000,595.700000,595.700000,595.510000,595.510000,13.000000
RGBITR [RTSIDX],240,20221013,040000,595.510000,595.510000,595.510000,595.510000,1.000000
RGBITR [RTSIDX],240,20221013,080000,595.730000,597.470000,595.730000,596.430000,189.000000
RGBITR [RTSIDX],240,20221013,120000,596.420000,596.550000,596.410000,596.530000,60.000000
RGBITR [RTSIDX],240,20221013,160000,596.550000,596.700000,596.460000,596.480000,11.000000
RGBITR [RTSIDX],240,20221014,040000,596.480000,596.480000,596.480000,596.480000,1.000000
RGBITR [RTSIDX],240,20221014,080000,596.670000,598.510000,596.620000,597.880000,157.000000
RGBITR [RTSIDX],240,20221014,120000,597.890000,597.890000,597.490000,597.490000,23.000000
RGBITR [RTSIDX],240,20221014,160000,597.470000,597.470000,597.380000,597.440000,14.000000
RGBITR [RTSIDX],240,20221017,040000,597.440000,597.440000,597.440000,597.440000,1.000000
RGBITR [RTSIDX],240,20221017,080000,597.870000,600.460000,597.860000,599.640000,161.000000
RGBITR [RTSIDX],240,20221017,120000,599.630000,599.730000,599.530000,599.710000,55.000000
RGBITR [RTSIDX],240,20221017,160000,599.700000,599.870000,599.700000,599.870000,24.000000
RGBITR [RTSIDX],240,20221018,040000,599.870000,599.870000,599.870000,599.870000,1.000000
RGBITR [RTSIDX],240,20221018,080000,600.020000,601.880000,600.020000,601.770000,112.000000
RGBITR [RTSIDX],240,20221018,120000,601.780000,601.790000,601.670000,601.760000,45.000000
RGBITR [RTSIDX],240,20221018,160000,601.770000,601.770000,600.910000,600.910000,38.000000
RGBITR [RTSIDX],240,20221019,040000,600.910000,600.910000,600.910000,600.910000,1.000000
RGBITR [RTSIDX],240,20221019,080000,601.020000,601.400000,600.550000,600.560000,156.000000
RGBITR [RTSIDX],240,20221019,120000,600.570000,600.660000,600.480000,600.640000,47.000000
RGBITR [RTSIDX],240,20221019,160000,600.650000,600.890000,600.590000,600.890000,37.000000
RGBITR [RTSIDX],240,20221020,040000,600.890000,600.890000,600.890000,600.890000,1.000000
RGBITR [RTSIDX],240,20221020,080000,601.090000,602.300000,601.090000,602.090000,135.000000
RGBITR [RTSIDX],240,20221020,120000,602.100000,602.180000,602.000000,602.000000,37.000000
RGBITR [RTSIDX],240,20221020,160000,602.010000,602.360000,602.010000,602.340000,17.000000
RGBITR [RTSIDX],240,20221021,040000,602.340000,602.340000,602.340000,602.340000,1.000000
RGBITR [RTSIDX],240,20221021,080000,602.720000,604.160000,602.720000,603.670000,157.000000
RGBITR [RTSIDX],240,20221021,120000,603.680000,603.850000,603.630000,603.850000,37.000000
RGBITR [RTSIDX],240,20221021,160000,603.860000,603.980000,603.860000,603.980000,24.000000
RGBITR [RTSIDX],240,20221024,040000,603.980000,603.980000,603.980000,603.980000,1.000000
RGBITR [RTSIDX],240,20221024,080000,604.500000,606.000000,604.500000,605.560000,178.000000
RGBITR [RTSIDX],240,20221024,120000,605.520000,605.570000,605.400000,605.500000,49.000000
RGBITR [RTSIDX],240,20221024,160000,605.480000,605.500000,605.300000,605.330000,15.000000
RGBITR [RTSIDX],240,20221025,040000,605.330000,605.330000,605.330000,605.330000,1.000000
RGBITR [RTSIDX],240,20221025,080000,605.460000,606.800000,605.460000,606.190000,151.000000
RGBITR [RTSIDX],240,20221025,120000,606.200000,606.200000,605.800000,605.800000,47.000000
RGBITR [RTSIDX],240,20221025,160000,605.790000,605.790000,605.350000,605.350000,29.000000
RGBITR [RTSIDX],240,20221026,040000,605.350000,605.350000,605.350000,605.350000,1.000000
RGBITR [RTSIDX],240,20221026,080000,605.560000,606.310000,605.560000,605.890000,161.000000
RGBITR [RTSIDX],240,20221026,120000,605.880000,605.890000,605.380000,605.380000,42.000000
RGBITR [RTSIDX],240,20221026,160000,605.370000,605.370000,605.210000,605.210000,15.000000
RGBITR [RTSIDX],240,20221027,040000,605.210000,605.210000,605.210000,605.210000,1.000000
RGBITR [RTSIDX],240,20221027,080000,605.500000,606.070000,605.290000,605.290000,142.000000
RGBITR [RTSIDX],240,20221027,120000,605.300000,605.300000,604.870000,604.870000,47.000000
RGBITR [RTSIDX],240,20221027,160000,604.860000,604.860000,604.380000,604.380000,25.000000
RGBITR [RTSIDX],240,20221028,040000,604.380000,604.380000,604.380000,604.380000,1.000000
RGBITR [RTSIDX],240,20221028,080000,604.560000,605.890000,604.560000,604.780000,140.000000
RGBITR [RTSIDX],240,20221028,120000,604.760000,604.760000,604.410000,604.470000,44.000000
RGBITR [RTSIDX],240,20221028,160000,604.460000,604.480000,604.320000,604.320000,13.000000
RGBITR [RTSIDX],240,20221031,040000,604.320000,604.320000,604.320000,604.320000,1.000000
RGBITR [RTSIDX],240,20221031,080000,604.720000,605.280000,604.550000,604.550000,127.000000
RGBITR [RTSIDX],240,20221031,120000,604.510000,604.510000,603.520000,603.520000,66.000000
RGBITR [RTSIDX],240,20221031,160000,603.510000,603.530000,603.160000,603.160000,34.000000
RGBITR [RTSIDX],240,20221101,040000,603.160000,603.160000,603.160000,603.160000,1.000000
RGBITR [RTSIDX],240,20221101,080000,603.290000,604.990000,603.290000,603.520000,183.000000
RGBITR [RTSIDX],240,20221101,120000,603.510000,603.510000,603.010000,603.080000,51.000000
RGBITR [RTSIDX],240,20221101,160000,603.090000,603.090000,603.010000,603.030000,17.000000
RGBITR [RTSIDX],240,20221102,040000,603.030000,603.030000,603.030000,603.030000,1.000000
RGBITR [RTSIDX],240,20221102,080000,603.220000,604.580000,603.220000,603.420000,183.000000
RGBITR [RTSIDX],240,20221102,120000,603.430000,603.430000,600.590000,600.590000,152.000000
RGBITR [RTSIDX],240,20221102,160000,600.510000,600.510000,600.300000,600.370000,30.000000
RGBITR [RTSIDX],240,20221103,040000,600.370000,600.370000,600.370000,600.370000,1.000000
RGBITR [RTSIDX],240,20221103,080000,600.390000,602.260000,600.390000,600.790000,161.000000
RGBITR [RTSIDX],240,20221103,120000,600.780000,600.800000,600.500000,600.540000,46.000000
RGBITR [RTSIDX],240,20221103,160000,600.550000,600.560000,600.450000,600.500000,25.000000
RGBITR [RTSIDX],240,20221107,040000,600.500000,600.500000,600.500000,600.500000,1.000000
RGBITR [RTSIDX],240,20221107,080000,601.390000,603.130000,601.390000,601.950000,155.000000
RGBITR [RTSIDX],240,20221107,120000,601.960000,602.010000,601.620000,601.620000,41.000000
RGBITR [RTSIDX],240,20221107,160000,601.610000,601.610000,601.450000,601.450000,14.000000
RGBITR [RTSIDX],240,20221108,040000,601.450000,601.450000,601.450000,601.450000,1.000000
RGBITR [RTSIDX],240,20221108,080000,601.670000,602.380000,601.100000,601.100000,165.000000
RGBITR [RTSIDX],240,20221108,120000,601.090000,601.090000,599.280000,599.280000,104.000000
RGBITR [RTSIDX],240,20221108,160000,599.270000,599.270000,598.920000,598.920000,49.000000
RGBITR [RTSIDX],240,20221109,040000,598.920000,598.920000,598.920000,598.920000,1.000000
RGBITR [RTSIDX],240,20221109,080000,599.000000,599.450000,597.840000,597.840000,171.000000
RGBITR [RTSIDX],240,20221109,120000,597.830000,597.990000,597.640000,597.980000,60.000000
RGBITR [RTSIDX],240,20221109,160000,597.990000,598.090000,597.980000,598.020000,26.000000
RGBITR [RTSIDX],240,20221110,040000,598.020000,598.020000,598.020000,598.020000,1.000000
RGBITR [RTSIDX],240,20221110,080000,598.180000,600.690000,598.180000,599.510000,173.000000
RGBITR [RTSIDX],240,20221110,120000,599.500000,600.020000,599.500000,600.020000,47.000000
RGBITR [RTSIDX],240,20221110,160000,600.030000,600.390000,600.030000,600.390000,20.000000
RGBITR [RTSIDX],240,20221111,040000,600.390000,600.390000,600.390000,600.390000,1.000000
RGBITR [RTSIDX],240,20221111,080000,601.040000,602.060000,601.040000,601.930000,172.000000
RGBITR [RTSIDX],240,20221111,120000,601.940000,601.950000,601.490000,601.490000,61.000000
RGBITR [RTSIDX],240,20221111,160000,601.480000,601.480000,601.410000,601.420000,7.000000
RGBITR [RTSIDX],240,20221114,040000,601.420000,601.420000,601.420000,601.420000,1.000000
RGBITR [RTSIDX],240,20221114,080000,602.150000,602.920000,602.000000,602.000000,195.000000
RGBITR [RTSIDX],240,20221114,120000,601.990000,602.000000,601.710000,601.710000,28.000000
RGBITR [RTSIDX],240,20221114,160000,601.700000,601.700000,601.530000,601.590000,15.000000
RGBITR [RTSIDX],240,20221115,040000,601.590000,601.590000,601.590000,601.590000,1.000000
RGBITR [RTSIDX],240,20221115,080000,601.750000,602.260000,601.670000,601.720000,129.000000
RGBITR [RTSIDX],240,20221115,120000,601.730000,601.760000,601.690000,601.700000,35.000000
RGBITR [RTSIDX],240,20221115,160000,601.670000,601.870000,601.650000,601.870000,20.000000
RGBITR [RTSIDX],240,20221116,040000,601.870000,601.870000,601.870000,601.870000,1.000000
RGBITR [RTSIDX],240,20221116,080000,601.990000,602.510000,601.610000,601.930000,147.000000
RGBITR [RTSIDX],240,20221116,120000,601.920000,602.570000,601.900000,602.570000,51.000000
RGBITR [RTSIDX],240,20221116,160000,602.580000,603.560000,602.560000,603.560000,82.000000
RGBITR [RTSIDX],240,20221117,040000,603.560000,603.560000,603.560000,603.560000,1.000000
RGBITR [RTSIDX],240,20221117,080000,604.070000,606.900000,604.070000,606.900000,157.000000
RGBITR [RTSIDX],240,20221117,120000,606.910000,606.960000,606.810000,606.870000,47.000000
RGBITR [RTSIDX],240,20221117,160000,606.860000,606.860000,606.720000,606.720000,14.000000
RGBITR [RTSIDX],240,20221118,040000,606.720000,606.720000,606.720000,606.720000,1.000000
RGBITR [RTSIDX],240,20221118,080000,606.830000,606.830000,606.330000,606.750000,102.000000
RGBITR [RTSIDX],240,20221118,120000,606.760000,606.870000,606.650000,606.650000,46.000000
RGBITR [RTSIDX],240,20221118,160000,606.680000,606.840000,606.680000,606.840000,15.000000
RGBITR [RTSIDX],240,20221121,040000,606.840000,606.840000,606.840000,606.840000,1.000000
RGBITR [RTSIDX],240,20221121,080000,607.210000,607.620000,607.120000,607.390000,161.000000
RGBITR [RTSIDX],240,20221121,120000,607.370000,607.420000,607.230000,607.230000,23.000000
RGBITR [RTSIDX],240,20221121,160000,607.220000,607.220000,607.000000,607.000000,20.000000
RGBITR [RTSIDX],240,20221122,040000,607.000000,607.000000,607.000000,607.000000,1.000000
RGBITR [RTSIDX],240,20221122,080000,607.110000,607.420000,606.460000,606.460000,146.000000
RGBITR [RTSIDX],240,20221122,120000,606.440000,606.440000,606.130000,606.130000,62.000000
RGBITR [RTSIDX],240,20221122,160000,606.140000,606.150000,606.040000,606.080000,16.000000
RGBITR [RTSIDX],240,20221123,040000,606.080000,606.080000,606.080000,606.080000,1.000000
RGBITR [RTSIDX],240,20221123,080000,606.220000,606.660000,606.080000,606.080000,117.000000
RGBITR [RTSIDX],240,20221123,120000,606.070000,606.130000,605.990000,606.100000,36.000000
RGBITR [RTSIDX],240,20221123,160000,606.110000,606.400000,606.110000,606.400000,27.000000
RGBITR [RTSIDX],240,20221124,040000,606.400000,606.400000,606.400000,606.400000,1.000000
RGBITR [RTSIDX],240,20221124,080000,606.720000,607.670000,606.720000,607.320000,112.000000
RGBITR [RTSIDX],240,20221124,120000,607.330000,607.870000,607.330000,607.820000,40.000000
RGBITR [RTSIDX],240,20221124,160000,607.810000,607.810000,607.740000,607.750000,9.000000
RGBITR [RTSIDX],240,20221125,040000,607.750000,607.750000,607.750000,607.750000,1.000000
RGBITR [RTSIDX],240,20221125,080000,607.860000,608.580000,607.860000,608.450000,120.000000
RGBITR [RTSIDX],240,20221125,120000,608.460000,608.470000,608.290000,608.300000,43.000000
RGBITR [RTSIDX],240,20221125,160000,608.290000,608.320000,608.190000,608.200000,11.000000
RGBITR [RTSIDX],240,20221128,040000,608.200000,608.200000,608.200000,608.200000,1.000000
RGBITR [RTSIDX],240,20221128,080000,608.720000,609.180000,608.720000,608.850000,152.000000
RGBITR [RTSIDX],240,20221128,120000,608.820000,608.840000,608.670000,608.670000,23.000000
RGBITR [RTSIDX],240,20221128,160000,608.660000,608.890000,608.650000,608.780000,17.000000
RGBITR [RTSIDX],240,20221129,040000,608.780000,608.780000,608.780000,608.780000,1.000000
RGBITR [RTSIDX],240,20221129,080000,608.920000,609.250000,608.780000,608.810000,109.000000
RGBITR [RTSIDX],240,20221129,120000,608.890000,608.900000,608.760000,608.770000,36.000000
RGBITR [RTSIDX],240,20221129,160000,608.760000,608.790000,608.760000,608.760000,17.000000
RGBITR [RTSIDX],240,20221130,040000,608.760000,608.760000,608.760000,608.760000,1.000000
RGBITR [RTSIDX],240,20221130,080000,608.800000,609.370000,608.750000,608.760000,111.000000
RGBITR [RTSIDX],240,20221130,120000,608.750000,608.770000,608.520000,608.520000,32.000000
RGBITR [RTSIDX],240,20221130,160000,608.510000,608.710000,608.510000,608.710000,25.000000
RGBITR [RTSIDX],240,20221201,040000,608.710000,608.710000,608.710000,608.710000,1.000000
RGBITR [RTSIDX],240,20221201,080000,608.920000,609.600000,608.920000,608.930000,121.000000
RGBITR [RTSIDX],240,20221201,120000,608.940000,608.940000,608.630000,608.660000,36.000000
RGBITR [RTSIDX],240,20221201,160000,608.650000,608.690000,608.490000,608.520000,19.000000
RGBITR [RTSIDX],240,20221202,040000,608.520000,608.520000,608.520000,608.520000,1.000000
RGBITR [RTSIDX],240,20221202,080000,608.750000,609.010000,608.320000,608.320000,121.000000
RGBITR [RTSIDX],240,20221202,120000,608.310000,608.380000,608.200000,608.310000,32.000000
RGBITR [RTSIDX],240,20221202,160000,608.300000,608.300000,608.260000,608.290000,8.000000
RGBITR [RTSIDX],240,20221205,040000,608.290000,608.290000,608.290000,608.290000,1.000000
RGBITR [RTSIDX],240,20221205,080000,608.660000,609.120000,608.630000,608.630000,159.000000
RGBITR [RTSIDX],240,20221205,120000,608.610000,608.620000,607.840000,607.850000,44.000000
RGBITR [RTSIDX],240,20221205,160000,607.840000,607.880000,607.640000,607.680000,30.000000
RGBITR [RTSIDX],240,20221206,120000,607.430000,607.430000,607.220000,607.280000,33.000000
RGBITR [RTSIDX],240,20221206,160000,607.270000,607.530000,607.270000,607.520000,22.000000
RGBITR [RTSIDX],240,20221207,040000,607.520000,607.520000,607.520000,607.520000,1.000000
RGBITR [RTSIDX],240,20221207,080000,607.780000,608.280000,607.620000,607.620000,109.000000
RGBITR [RTSIDX],240,20221207,120000,607.610000,607.730000,607.540000,607.730000,40.000000
RGBITR [RTSIDX],240,20221207,160000,607.720000,607.780000,607.660000,607.740000,21.000000
RGBITR [RTSIDX],240,20221208,040000,607.740000,607.740000,607.740000,607.740000,1.000000
RGBITR [RTSIDX],240,20221208,080000,608.030000,609.290000,608.030000,608.740000,142.000000
RGBITR [RTSIDX],240,20221208,120000,608.730000,608.950000,608.730000,608.950000,35.000000
RGBITR [RTSIDX],240,20221208,160000,608.960000,608.990000,608.960000,608.980000,7.000000
RGBITR [RTSIDX],240,20221209,040000,608.980000,608.980000,608.980000,608.980000,1.000000
RGBITR [RTSIDX],240,20221209,080000,609.500000,610.540000,609.500000,609.980000,122.000000
RGBITR [RTSIDX],240,20221209,120000,609.970000,609.970000,609.620000,609.630000,28.000000
RGBITR [RTSIDX],240,20221209,160000,609.600000,609.600000,609.540000,609.570000,15.000000
RGBITR [RTSIDX],240,20221212,040000,609.570000,609.570000,609.570000,609.570000,1.000000
RGBITR [RTSIDX],240,20221212,080000,610.000000,610.920000,610.000000,610.510000,141.000000
RGBITR [RTSIDX],240,20221212,120000,610.500000,610.500000,610.090000,610.090000,31.000000
RGBITR [RTSIDX],240,20221212,160000,610.070000,610.070000,609.780000,609.790000,19.000000
RGBITR [RTSIDX],240,20221213,040000,609.790000,609.790000,609.790000,609.790000,1.000000
RGBITR [RTSIDX],240,20221213,080000,610.100000,611.200000,610.100000,610.760000,124.000000
RGBITR [RTSIDX],240,20221213,120000,610.750000,610.760000,610.660000,610.710000,30.000000
RGBITR [RTSIDX],240,20221213,160000,610.720000,610.720000,610.620000,610.630000,18.000000
RGBITR [RTSIDX],240,20221214,040000,610.630000,610.630000,610.630000,610.630000,1.000000
RGBITR [RTSIDX],240,20221214,080000,611.000000,612.160000,611.000000,611.490000,136.000000
RGBITR [RTSIDX],240,20221214,120000,611.480000,611.480000,611.240000,611.240000,46.000000
RGBITR [RTSIDX],240,20221214,160000,611.230000,611.230000,610.990000,611.000000,16.000000
RGBITR [RTSIDX],240,20221215,040000,611.000000,611.000000,611.000000,611.000000,1.000000
RGBITR [RTSIDX],240,20221215,080000,611.240000,611.640000,611.240000,611.330000,136.000000
RGBITR [RTSIDX],240,20221215,120000,611.320000,611.340000,610.910000,610.910000,39.000000
RGBITR [RTSIDX],240,20221215,160000,610.850000,610.860000,610.670000,610.670000,17.000000
RGBITR [RTSIDX],240,20221216,040000,610.670000,610.670000,610.670000,610.670000,1.000000
RGBITR [RTSIDX],240,20221216,080000,610.850000,612.550000,610.850000,610.980000,114.000000
RGBITR [RTSIDX],240,20221216,120000,610.970000,610.990000,610.890000,610.890000,52.000000
RGBITR [RTSIDX],240,20221216,160000,610.880000,610.890000,610.840000,610.860000,9.000000
RGBITR [RTSIDX],240,20221219,040000,610.860000,610.860000,610.860000,610.860000,1.000000
RGBITR [RTSIDX],240,20221219,080000,610.990000,611.690000,610.870000,610.870000,156.000000
RGBITR [RTSIDX],240,20221219,120000,610.860000,610.860000,609.860000,609.860000,69.000000
RGBITR [RTSIDX],240,20221219,160000,609.850000,609.850000,609.470000,609.520000,23.000000
RGBITR [RTSIDX],240,20221220,040000,609.520000,609.520000,609.520000,609.520000,1.000000
RGBITR [RTSIDX],240,20221220,080000,609.590000,609.720000,609.300000,609.370000,138.000000
RGBITR [RTSIDX],240,20221220,120000,609.360000,609.370000,608.990000,609.020000,42.000000
RGBITR [RTSIDX],240,20221220,160000,609.010000,609.010000,608.800000,608.810000,25.000000
RGBITR [RTSIDX],240,20221221,040000,608.810000,608.810000,608.810000,608.810000,1.000000
RGBITR [RTSIDX],240,20221221,080000,608.920000,609.580000,608.910000,608.980000,149.000000
RGBITR [RTSIDX],240,20221221,120000,608.990000,609.000000,608.840000,608.880000,28.000000
RGBITR [RTSIDX],240,20221221,160000,608.850000,608.860000,608.650000,608.670000,25.000000
RGBITR [RTSIDX],240,20221222,040000,608.670000,608.670000,608.670000,608.670000,1.000000
RGBITR [RTSIDX],240,20221222,080000,608.780000,609.650000,608.780000,609.440000,130.000000
RGBITR [RTSIDX],240,20221222,120000,609.430000,609.590000,609.250000,609.520000,28.000000
RGBITR [RTSIDX],240,20221222,160000,609.530000,609.600000,609.530000,609.590000,18.000000
RGBITR [RTSIDX],240,20221223,040000,609.590000,609.590000,609.590000,609.590000,1.000000
RGBITR [RTSIDX],240,20221223,080000,609.700000,610.300000,609.700000,610.030000,113.000000
RGBITR [RTSIDX],240,20221223,120000,610.020000,610.030000,609.850000,609.860000,42.000000
RGBITR [RTSIDX],240,20221223,160000,609.840000,609.910000,609.840000,609.900000,14.000000
RGBITR [RTSIDX],240,20221226,040000,609.900000,609.900000,609.900000,609.900000,1.000000
RGBITR [RTSIDX],240,20221226,080000,610.290000,610.930000,610.290000,610.800000,125.000000
RGBITR [RTSIDX],240,20221226,120000,610.830000,611.070000,610.820000,610.860000,44.000000
RGBITR [RTSIDX],240,20221226,160000,610.870000,610.900000,610.540000,610.550000,33.000000
RGBITR [RTSIDX],240,20221227,040000,610.550000,610.550000,610.550000,610.550000,1.000000
RGBITR [RTSIDX],240,20221227,080000,610.820000,611.780000,610.820000,611.270000,142.000000
RGBITR [RTSIDX],240,20221227,120000,611.260000,611.380000,611.240000,611.340000,48.000000
RGBITR [RTSIDX],240,20221227,160000,611.350000,611.350000,610.580000,610.580000,50.000000
RGBITR [RTSIDX],240,20221228,040000,610.580000,610.580000,610.580000,610.580000,1.000000
RGBITR [RTSIDX],240,20221228,080000,610.660000,610.850000,609.960000,610.250000,128.000000
RGBITR [RTSIDX],240,20221228,120000,610.240000,610.300000,610.230000,610.300000,31.000000
RGBITR [RTSIDX],240,20221228,160000,610.290000,610.310000,610.140000,610.160000,19.000000
RGBITR [RTSIDX],240,20221229,040000,610.160000,610.160000,610.160000,610.160000,1.000000
RGBITR [RTSIDX],240,20221229,080000,610.570000,611.470000,610.570000,611.010000,104.000000
RGBITR [RTSIDX],240,20221229,120000,611.000000,611.000000,610.880000,610.880000,16.000000
RGBITR [RTSIDX],240,20221229,160000,610.860000,610.870000,610.620000,610.650000,25.000000
RGBITR [RTSIDX],240,20221230,040000,610.650000,610.650000,610.650000,610.650000,1.000000
RGBITR [RTSIDX],240,20221230,080000,610.760000,612.240000,610.760000,611.760000,130.000000
RGBITR [RTSIDX],240,20221230,120000,611.750000,611.820000,611.730000,611.750000,47.000000
RGBITR [RTSIDX],240,20221230,160000,611.760000,611.820000,611.720000,611.720000,20.000000
RGBITR [RTSIDX],240,20230103,040000,611.720000,611.720000,611.720000,611.720000,1.000000
RGBITR [RTSIDX],240,20230103,080000,612.290000,614.230000,612.290000,614.130000,147.000000
RGBITR [RTSIDX],240,20230103,120000,614.140000,614.470000,614.130000,614.460000,40.000000
RGBITR [RTSIDX],240,20230103,160000,614.470000,614.580000,614.470000,614.580000,16.000000
RGBITR [RTSIDX],240,20230104,040000,614.580000,614.580000,614.580000,614.580000,1.000000
RGBITR [RTSIDX],240,20230104,080000,614.760000,615.690000,614.760000,615.680000,124.000000
RGBITR [RTSIDX],240,20230104,120000,615.690000,615.750000,615.560000,615.570000,35.000000
RGBITR [RTSIDX],240,20230104,160000,615.580000,615.620000,615.570000,615.610000,12.000000
RGBITR [RTSIDX],240,20230105,040000,615.610000,615.610000,615.610000,615.610000,1.000000
RGBITR [RTSIDX],240,20230105,080000,615.760000,616.420000,615.540000,616.310000,108.000000
RGBITR [RTSIDX],240,20230105,120000,616.320000,616.410000,616.310000,616.390000,39.000000
RGBITR [RTSIDX],240,20230105,160000,616.400000,616.430000,616.390000,616.420000,9.000000
RGBITR [RTSIDX],240,20230106,040000,616.420000,616.420000,616.420000,616.420000,1.000000
RGBITR [RTSIDX],240,20230106,080000,616.580000,617.220000,616.580000,616.630000,128.000000
RGBITR [RTSIDX],240,20230106,120000,616.620000,616.630000,616.200000,616.200000,46.000000
RGBITR [RTSIDX],240,20230106,160000,616.190000,616.190000,616.080000,616.080000,12.000000
RGBITR [RTSIDX],240,20230109,040000,616.080000,616.080000,616.080000,616.080000,1.000000
RGBITR [RTSIDX],240,20230109,080000,616.350000,616.590000,614.900000,614.900000,171.000000
RGBITR [RTSIDX],240,20230109,120000,614.890000,614.900000,614.260000,614.260000,56.000000
RGBITR [RTSIDX],240,20230109,160000,614.250000,614.250000,613.950000,613.950000,25.000000
RGBITR [RTSIDX],240,20230110,040000,613.950000,613.950000,613.950000,613.950000,1.000000
RGBITR [RTSIDX],240,20230110,080000,614.150000,615.060000,613.980000,613.980000,124.000000
RGBITR [RTSIDX],240,20230110,120000,613.990000,614.000000,613.690000,613.690000,35.000000
RGBITR [RTSIDX],240,20230110,160000,613.680000,613.680000,613.380000,613.380000,27.000000
RGBITR [RTSIDX],240,20230111,040000,613.380000,613.380000,613.380000,613.380000,1.000000
RGBITR [RTSIDX],240,20230111,080000,613.540000,613.910000,612.740000,612.740000,131.000000
RGBITR [RTSIDX],240,20230111,120000,612.730000,612.740000,612.550000,612.550000,42.000000
RGBITR [RTSIDX],240,20230111,160000,612.540000,612.570000,612.520000,612.570000,15.000000
RGBITR [RTSIDX],240,20230112,040000,612.570000,612.570000,612.570000,612.570000,1.000000
RGBITR [RTSIDX],240,20230112,080000,612.750000,613.570000,612.750000,613.050000,138.000000
RGBITR [RTSIDX],240,20230112,120000,613.060000,613.070000,612.870000,612.870000,33.000000
RGBITR [RTSIDX],240,20230112,160000,612.850000,612.860000,612.800000,612.820000,12.000000
RGBITR [RTSIDX],240,20230113,040000,612.820000,612.820000,612.820000,612.820000,1.000000
RGBITR [RTSIDX],240,20230113,080000,612.950000,613.850000,612.950000,613.350000,138.000000
RGBITR [RTSIDX],240,20230113,120000,613.360000,613.510000,613.290000,613.320000,36.000000
RGBITR [RTSIDX],240,20230113,160000,613.330000,613.340000,613.330000,613.330000,3.000000
RGBITR [RTSIDX],240,20230116,040000,613.330000,613.330000,613.330000,613.330000,1.000000
RGBITR [RTSIDX],240,20230116,080000,613.750000,614.300000,613.750000,613.990000,157.000000
RGBITR [RTSIDX],240,20230116,120000,614.000000,614.000000,613.510000,613.510000,49.000000
RGBITR [RTSIDX],240,20230116,160000,613.490000,613.490000,613.420000,613.430000,13.000000
RGBITR [RTSIDX],240,20230117,040000,613.430000,613.430000,613.430000,613.430000,1.000000
RGBITR [RTSIDX],240,20230117,080000,613.630000,614.240000,613.590000,613.880000,117.000000
RGBITR [RTSIDX],240,20230117,120000,613.890000,613.930000,613.830000,613.840000,28.000000
RGBITR [RTSIDX],240,20230117,160000,613.830000,613.850000,613.790000,613.850000,28.000000
RGBITR [RTSIDX],240,20230118,040000,613.850000,613.850000,613.850000,613.850000,1.000000
RGBITR [RTSIDX],240,20230118,080000,614.010000,614.610000,613.780000,613.810000,130.000000
RGBITR [RTSIDX],240,20230118,120000,613.800000,613.810000,613.410000,613.410000,37.000000
RGBITR [RTSIDX],240,20230118,160000,613.400000,613.400000,613.330000,613.370000,13.000000
